utterance_id,timestamp,channel,device_type,region,language,utterance_text,asr_confidence,duration_seconds,intent,split
utt_ng_32293de8,2026-03-05T22:21:40,ivr,web,Port Harcourt,mixed,Mo need to complain,0.78,4,complaint_or_support_ticket,train
utt_ng_ec92bf30,2026-02-23T18:21:40,mobile_app_voice,android,Kano,mixed,Mo need iranlowo lati upload document,0.914,10,document_upload_help,train
utt_ng_f9051b28,2026-03-05T23:09:40,whatsapp_voice_note,android,Ibadan,yo,Elo ni owo ti passport? abeg,0.702,6,fees_information,train
utt_ng_d83e8bd6,2026-03-07T17:08:40,whatsapp_voice_note,android,Ibadan,yo,Bawoni owo ti aplikasiyo?,0.776,10,fees_information,train
utt_ng_09333adc,2026-02-28T21:26:40,mobile_app_voice,android,Ibadan,en,I'm having payment issues,0.72,8,payment_help,train
utt_ng_da9afc55,2026-03-11T15:13:40,ivr,web,Delta,en,What's the price?,0.676,11,fees_information,train
utt_ng_e15702a7,2026-02-20T23:32:40,whatsapp_voice_note,feature_phone,Rivers,mixed,Se mo can get service?,0.845,5,service_eligibility,train
utt_ng_24145dc9,2026-03-11T09:54:40,ivr,web,Port Harcourt,yo,Kini awọn nkan ti mo gbọdọ have?,0.745,6,requirements_information,train
utt_ng_c2e5f786,2026-02-20T03:45:40,voice_call,android,Port Harcourt,en,Tell me the cost,0.746,7,fees_information,train
utt_ng_646def29,2026-03-08T19:22:40,voice_call,android,Kaduna,en,I paid but not confirmed,0.673,4,payment_help,train
utt_ng_4e036d30,2026-03-07T08:30:40,ivr,ios,Delta,yo,Kini awọn nkan ti mo gbọdọ have?,0.781,12,requirements_information,train
utt_ng_0a6adf97,2026-02-20T00:09:40,ivr,feature_phone,Abuja,mixed,Mo want to correct,0.787,10,update_application_details,train
utt_ng_8825e8dc,2026-03-12T12:42:40,ivr,web,Abuja,mixed,"Ehen, Mo fe change date",0.826,9,cancel_or_reschedule_appointment,train
utt_ng_77858716,2026-03-09T19:53:40,mobile_app_voice,ios,Oyo,mixed,Se mo eligible fun passport?,0.781,4,service_eligibility,train
utt_ng_5301f0d9,2026-03-01T09:51:40,whatsapp_voice_note,ios,Abuja,yo,Bawo ni owo ti aplikasiyo?,0.946,10,fees_information,train
utt_ng_14f173e6,2026-03-14T09:52:40,mobile_app_voice,android,Port Harcourt,mixed,Am I eligible?,0.937,8,service_eligibility,train
utt_ng_0fea4c8f,2026-03-05T23:01:40,ivr,web,Port Harcourt,en,How can I book an appointment?,0.706,12,appointment_booking,train
utt_ng_1f019baa,2026-03-02T20:36:40,ivr,android,Abuja,mixed,Mo fe change date,0.763,11,cancel_or_reschedule_appointment,train
utt_ng_dbc2a36d,2026-02-28T09:11:40,ivr,web,Lagos,mixed,Se mo can get service?,0.931,5,service_eligibility,train
utt_ng_2a0dd17e,2026-03-01T00:10:40,mobile_app_voice,web,Oyo,yo,Bawo ni awọn dokumẹnti ti mo nilo?,0.823,3,requirements_information,train
utt_ng_6527abfa,2026-02-28T09:55:40,ivr,web,Oyo,yo,Mo fe mọ awọn nkan ti mo nilo,0.753,11,requirements_information,train
utt_ng_4e227cd2,2026-03-15T09:05:40,mobile_app_voice,web,Delta,en,I need payment assistance,0.858,3,payment_help,train
utt_ng_f2c309e5,2026-03-13T05:56:40,voice_call,feature_phone,Ibadan,mixed,Mo fe correct mistake mi,0.693,12,update_application_details,train
utt_ng_7af7846c,2026-03-05T00:15:40,ivr,feature_phone,Abuja,en,I need to talk to someone,0.837,4,speak_to_agent,train
utt_ng_c081361d,2026-02-28T00:52:40,whatsapp_voice_note,web,Delta,mixed,Mo need to update,0.767,12,update_application_details,train
utt_ng_11fc20ee,2026-03-14T09:54:40,mobile_app_voice,web,Oyo,en,My payment failed,0.943,6,payment_help,train
utt_ng_93f24bbe,2026-03-06T10:10:40,whatsapp_voice_note,ios,Port Harcourt,en,I want to talk to a person,0.747,6,speak_to_agent,train
utt_ng_9e11e296,2026-02-23T20:42:40,voice_call,android,Oyo,mixed,Se mo le apply,0.72,11,service_eligibility,train
utt_ng_eeecee88,2026-03-04T01:11:40,ivr,ios,Delta,mixed,Se mo eligible fun passport?,0.683,9,service_eligibility,train
utt_ng_766d7140,2026-02-22T09:43:40,mobile_app_voice,feature_phone,Delta,mixed,Mo fe mọ se mo qualify,0.665,12,service_eligibility,train
utt_ng_6fb86533,2026-02-17T16:58:40,mobile_app_voice,feature_phone,Port Harcourt,en,I cannot access my account,0.915,7,reset_password_login_help,train
utt_ng_123c85f5,2026-03-11T02:47:40,whatsapp_voice_note,android,Rivers,en,Howmuch do I need to pay?,0.794,10,fees_information,train
utt_ng_a8c86ccd,2026-03-01T23:44:40,whatsapp_voice_note,web,Kano,mixed,Mo fe connect to person,0.769,5,speak_to_agent,train
utt_ng_3cf3cc58,2026-02-18T19:06:40,voice_call,web,Enugu,en,I need help with my payment,0.821,6,payment_help,train
utt_ng_0bb49030,2026-02-24T17:17:40,whatsapp_voice_note,ios,Delta,yo,Mo fe mọ ipo mi,0.93,4,check_application_status,train
utt_ng_4587caee,2026-03-14T16:11:40,ivr,ios,Kano,en,"Ehen, Payment problem",0.712,4,payment_help,train
utt_ng_14684f28,2026-02-13T21:38:40,ivr,feature_phone,Ibadan,en,I need help with my payment,0.738,7,payment_help,train
utt_ng_c7b13f40,2026-02-13T06:51:40,ivr,ios,Kaduna,mixed,"Ehen, Mo want to cancel",0.799,10,cancel_or_reschedule_appointment,train
utt_ng_255bf809,2026-02-24T23:06:40,mobile_app_voice,ios,Lagos,yo,Mo fe mọ ipo mi,0.763,12,check_application_status,train
utt_ng_f6bcc32f,2026-03-09T03:09:40,whatsapp_voice_note,ios,Kaduna,mixed,Mo need to complain,0.886,9,complaint_or_support_ticket,train
utt_ng_312b4017,2026-03-14T12:25:40,ivr,ios,Lagos,en,How can I book an appointment.,0.769,12,appointment_booking,train
utt_ng_9c7ba2d9,2026-02-15T23:43:40,mobile_app_voice,web,Port Harcourt,yo,Mo fe bẹrẹ application fun driving license,0.794,12,start_new_application,train
utt_ng_32852101,2026-02-18T10:33:40,whatsapp_voice_note,android,Kaduna,mixed,Mo want to report,0.842,6,complaint_or_support_ticket,train
utt_ng_936a8f71,2026-03-08T23:25:40,whatsapp_voice_note,android,Port Harcourt,mixed,Mo fe change information,0.882,10,update_application_details,train
utt_ng_e38184f3,2026-02-16T05:16:40,whatsapp_voice_note,ios,Delta,en,Password reset help,0.716,4,reset_password_login_help,train
utt_ng_ad113f60,2026-03-10T17:09:40,mobile_app_voice,web,Oyo,en,I want to know the fee,0.823,4,fees_information,train
utt_ng_4720cdf7,2026-03-01T00:45:40,ivr,android,Lagos,en,How can I book an apointment?,0.718,11,appointment_booking,train
utt_ng_0051cb2e,2026-03-05T18:13:40,mobile_app_voice,feature_phone,Enugu,mixed,Mo fe report problem,0.875,7,complaint_or_support_ticket,train
utt_ng_27a59d77,2026-03-12T09:02:40,whatsapp_voice_note,web,Enugu,yo,Kini awọn nkan ti mo nilo fun passport?,0.909,11,requirements_information,train
utt_ng_09725a9d,2026-02-20T07:50:40,whatsapp_voice_note,feature_phone,Enugu,mixed,Mo need to complain,0.804,3,complaint_or_support_ticket,train
utt_ng_2b22f1d1,2026-03-03T16:44:40,whatsapp_voice_note,feature_phone,Enugu,en,How much is the fee?,0.801,12,fees_information,train
utt_ng_7910c5b0,2026-02-24T20:55:40,voice_call,web,Kaduna,en,I'm having payment issues,0.893,7,payment_help,train
utt_ng_a0e935d5,2026-02-21T21:12:40,ivr,ios,Enugu,yo,Kini awọn dokumẹnti ti mo nilo? o,0.666,4,requirements_information,train
utt_ng_59efef43,2026-02-18T02:00:40,voice_call,web,Abuja,yo,Mo fe check status mi,0.683,6,check_application_status,train
utt_ng_7abc5b6f,2026-03-05T15:34:40,mobile_app_voice,web,Rivers,yo,Kini awọn dokumẹnti ti mo gbọdọ prepare?,0.65,6,requirements_information,train
utt_ng_e0cf3e65,2026-02-25T14:04:40,ivr,android,Lagos,yo,Bawo ni cost ti passport?,0.658,3,fees_information,train
utt_ng_82ed04ed,2026-02-23T13:06:40,mobile_app_voice,ios,Lagos,en,I need appointment for driving license,0.898,4,appointment_booking,train
utt_ng_ad576b89,2026-02-21T14:02:40,ivr,android,Rivers,mixed,Mo fe connect to person,0.861,8,speak_to_agent,train
utt_ng_7e091f65,2026-03-10T14:39:40,voice_call,android,Rivers,yo,Mo fe check status mi o,0.892,6,check_application_status,train
utt_ng_68d9a0ee,2026-03-02T00:47:40,voice_call,feature_phone,Port Harcourt,mixed,Mo fe change appointment mi,0.776,7,cancel_or_reschedule_appointment,train
utt_ng_f4eb1822,2026-02-16T09:57:40,mobile_app_voice,web,Enugu,en,I want to schedule an appointment,0.885,6,appointment_booking,train
utt_ng_7fd5710f,2026-03-12T13:11:40,ivr,android,Rivers,yo,Mo fe start application tuntun,0.932,5,start_new_application,train
utt_ng_a4d80608,2026-03-05T17:29:40,voice_call,web,Enugu,yo,Mo fe wo ipo ti aplikasiyo mi,0.727,12,check_application_status,train
utt_ng_86cca5fd,2026-02-26T08:47:40,ivr,ios,Ibadan,yo,Se aplikasiyo mi ti ready?,0.882,12,check_application_status,train
utt_ng_155ad4fd,2026-03-02T11:48:40,ivr,web,Kaduna,en,Book me an appointment,0.697,12,appointment_booking,train
utt_ng_d85e224c,2026-03-13T13:21:40,ivr,ios,Enugu,mixed,Mo have problem pẹlu upload,0.744,8,document_upload_help,train
utt_ng_8f8599e7,2026-02-18T16:18:40,whatsapp_voice_note,web,Delta,mixed,Mo fe connect to person,0.926,9,speak_to_agent,train
utt_ng_f86edaea,2026-02-25T09:47:40,ivr,web,Kaduna,en,I need to know the cost,0.692,6,fees_information,train
utt_ng_71538bb0,2026-03-02T07:52:40,voice_call,android,Kaduna,en,My payment failed,0.697,7,payment_help,train
utt_ng_86a20ba7,2026-02-28T14:03:40,ivr,ios,Kano,yo,Mo fe apply fun passport,0.692,12,start_new_application,train
utt_ng_5b9b7152,2026-03-02T21:44:40,ivr,feature_phone,Ibadan,en,I need to change my password,0.693,8,reset_password_login_help,train
utt_ng_13aa6fd5,2026-03-05T18:57:40,mobile_app_voice,android,Delta,en,Payment not working,0.659,6,payment_help,train
utt_ng_9dc562e2,2026-03-13T06:41:40,mobile_app_voice,feature_phone,Oyo,mixed,Mo fe change information,0.651,7,update_application_details,train
utt_ng_c3567fc7,2026-02-12T23:19:40,voice_call,feature_phone,Kano,en,"Ehen, My payment is not going through",0.705,10,payment_help,train
utt_ng_1ced1f4c,2026-02-16T15:03:40,voice_call,feature_phone,Kaduna,mixed,Mo have issue,0.784,11,complaint_or_support_ticket,train
utt_ng_3a937e70,2026-02-18T22:00:40,voice_call,android,Kaduna,mixed,Se mo le apply?,0.761,9,service_eligibility,train
utt_ng_5be49b55,2026-02-16T12:21:40,whatsapp_voice_note,android,Enugu,mixed,Mo want to correct,0.698,11,update_application_details,train
utt_ng_556b9e6c,2026-02-17T09:48:40,whatsapp_voice_note,android,Rivers,yo,Mo fe mọ awọn nkan ti mo nilo abeg,0.676,8,requirements_information,train
utt_ng_f2f4aa27,2026-02-28T19:25:40,mobile_app_voice,ios,Abuja,mixed,Upload ko work,0.782,8,document_upload_help,train
utt_ng_46c51821,2026-02-26T13:15:40,mobile_app_voice,ios,Kaduna,mixed,Se mo le apply?,0.743,6,service_eligibility,train
utt_ng_8407ac0a,2026-03-11T22:49:40,mobile_app_voice,ios,Enugu,mixed,Mo need to complain,0.739,6,complaint_or_support_ticket,train
utt_ng_253b618d,2026-03-02T03:09:40,whatsapp_voice_note,android,Kano,en,My password is not working,0.659,8,reset_password_login_help,train
utt_ng_0c429275,2026-03-04T14:30:40,whatsapp_voice_note,feature_phone,Port Harcourt,mixed,Mo need to reschedule,0.7,3,cancel_or_reschedule_appointment,train
utt_ng_79f1bb6c,2026-03-12T12:14:40,mobile_app_voice,web,Kano,mixed,Mo need to update,0.844,7,update_application_details,train
utt_ng_171f1ec2,2026-02-24T23:30:40,whatsapp_voice_note,android,Kaduna,mixed,Mo fe change appointment mi,0.824,4,cancel_or_reschedule_appointment,train
utt_ng_1c2c7c47,2026-02-22T06:26:40,voice_call,web,Kaduna,mixed,Mo want to speak to agent,0.828,7,speak_to_agent,train
utt_ng_e3de02ff,2026-03-06T23:57:40,ivr,feature_phone,Ibadan,yo,Bawo ni mo se le wo ipo ti aplikasiyo mi?,0.654,10,check_application_status,train
utt_ng_7c24c8c7,2026-02-24T08:03:40,mobile_app_voice,ios,Lagos,yo,Se application mi ti ready?,0.875,4,check_application_status,train
utt_ng_91fd9fc0,2026-03-05T12:54:40,ivr,feature_phone,Kaduna,mixed,Mo fe change information,0.748,10,update_application_details,train
utt_ng_fdbb516f,2026-03-07T07:59:40,voice_call,android,Abuja,en,Connect me to agent,0.837,5,speak_to_agent,train
utt_ng_fe3f67ca,2026-02-14T17:36:40,ivr,feature_phone,Delta,mixed,Mo fe correct mistake mi now,0.921,6,update_application_details,train
utt_ng_080ed425,2026-02-27T22:56:40,mobile_app_voice,feature_phone,Abuja,mixed,Bawo ni mo se le upload document?,0.914,9,document_upload_help,train
utt_ng_ddee3981,2026-02-26T17:26:40,voice_call,feature_phone,Port Harcourt,mixed,"Ehen, Se mo le apply!",0.927,5,service_eligibility,train
utt_ng_81b0415a,2026-03-03T11:57:40,voice_call,web,Rivers,en,Payment problem,0.862,11,payment_help,train
utt_ng_3946fdd3,2026-02-25T08:54:40,ivr,ios,Port Harcourt,en,I need to make an appointment,0.883,9,appointment_booking,train
utt_ng_706e360a,2026-02-28T02:23:40,mobile_app_voice,web,Kano,mixed,Mo have problem pẹlu upload,0.822,6,document_upload_help,train
utt_ng_9f1c1ed7,2026-03-13T08:06:40,whatsapp_voice_note,web,Port Harcourt,en,I need to reset my password,0.72,7,reset_password_login_help,train
utt_ng_2c996981,2026-03-06T11:50:40,mobile_app_voice,android,Abuja,en,I need to set up an appointment,0.657,4,appointment_booking,train
utt_ng_e5777bb6,2026-02-23T00:08:40,whatsapp_voice_note,android,Rivers,mixed,Mo fe talk to customer service,0.873,9,speak_to_agent,train
utt_ng_5e502433,2026-02-22T22:58:40,whatsapp_voice_note,ios,Rivers,en,I need appointment for driving license,0.894,9,appointment_booking,train
utt_ng_13447809,2026-03-08T14:32:40,mobile_app_voice,android,Kano,en,I want to book appointment,0.781,4,appointment_booking,train
utt_ng_8b6a72cc,2026-02-17T04:33:40,mobile_app_voice,ios,Kano,mixed,Upload mi ko work,0.777,12,document_upload_help,train
utt_ng_90f14732,2026-03-06T14:30:40,mobile_app_voice,web,Ibadan,yo,Kini awọn dokumẹnti ti mo gbọdọ prepare?,0.852,7,requirements_information,train
utt_ng_419025e8,2026-02-26T00:35:40,mobile_app_voice,feature_phone,Kano,en,What do I need to pay? please,0.879,8,fees_information,train
utt_ng_ad771173,2026-02-26T02:32:40,voice_call,feature_phone,Abuja,yo,Se application mi ti ready?,0.709,11,check_application_status,train
utt_ng_37067ff0,2026-03-08T20:03:40,whatsapp_voice_note,android,Rivers,en,My payment failed,0.93,3,payment_help,train
utt_ng_64f4a24b,2026-02-17T23:20:40,whatsapp_voice_note,ios,Kano,mixed,Mo fe make complaint,0.822,5,complaint_or_support_ticket,train
utt_ng_87b57555,2026-02-19T05:13:40,ivr,web,Lagos,mixed,Mo need to update please now,0.898,12,update_application_details,train
utt_ng_cf92143e,2026-02-25T14:05:40,voice_call,feature_phone,Ibadan,en,Can I speak to someone?,0.676,4,speak_to_agent,train
utt_ng_0dabe3ad,2026-02-23T14:29:40,voice_call,ios,Enugu,en,My payment failed,0.689,4,payment_help,train
utt_ng_57e5b43e,2026-02-28T07:47:40,voice_call,android,Kano,mixed,Se mo qualify fun passport?,0.784,12,service_eligibility,train
utt_ng_937245de,2026-03-01T17:08:40,mobile_app_voice,web,Port Harcourt,en,I'm having payment issues,0.927,5,payment_help,train
utt_ng_74fd65c0,2026-03-08T22:55:40,whatsapp_voice_note,ios,Oyo,yo,Mo fe bẹrẹ aplikasiyo fun passport abeg abeg,0.756,8,start_new_application,train
utt_ng_38a16b13,2026-02-21T12:03:40,mobile_app_voice,ios,Port Harcourt,en,I need apointment for driving license,0.939,4,appointment_booking,train
utt_ng_8d3a3c0a,2026-02-24T15:35:40,whatsapp_voice_note,ios,Delta,yo,Mo fe mọ ipo ti aplikasiyo mi,0.662,8,check_application_status,train
utt_ng_d21fd99d,2026-02-24T03:12:40,mobile_app_voice,feature_phone,Delta,mixed,Mo fe change date,0.791,7,cancel_or_reschedule_appointment,train
utt_ng_36d493e8,2026-03-07T16:01:40,ivr,ios,Delta,mixed,Mo have problem pẹlu upload,0.822,10,document_upload_help,train
utt_ng_8c3e042c,2026-02-17T23:25:40,whatsapp_voice_note,android,Oyo,en,I want to know the fee,0.81,6,fees_information,train
utt_ng_a77c25ad,2026-03-06T17:30:40,voice_call,web,Lagos,mixed,Mo have issue,0.823,11,complaint_or_support_ticket,train
utt_ng_26178654,2026-03-12T13:11:40,whatsapp_voice_note,web,Port Harcourt,en,I forgot password,0.765,5,reset_password_login_help,train
utt_ng_ef19ffe5,2026-02-16T19:22:40,voice_call,android,Delta,yo,Elo ni owo ti passport?,0.85,7,fees_information,train
utt_ng_6b52428f,2026-03-03T18:45:40,ivr,ios,Enugu,yo,Bawo ni awọn nkan ti mo nilo?,0.858,11,requirements_information,train
utt_ng_75d6dd7a,2026-03-12T18:28:40,ivr,feature_phone,Port Harcourt,mixed,Mo fe update details mi,0.837,4,update_application_details,train
utt_ng_183e3d16,2026-02-25T20:22:40,voice_call,feature_phone,Enugu,mixed,Se mo eligible fun passport?,0.753,9,service_eligibility,train
utt_ng_9d01e365,2026-02-20T01:20:40,ivr,ios,Oyo,yo,Mo fe apply fun passport,0.891,12,start_new_application,train
utt_ng_d3cfe3c2,2026-02-22T21:02:40,voice_call,ios,Kaduna,en,Can you help with payment?,0.696,8,payment_help,train
utt_ng_494b885c,2026-03-02T18:46:40,ivr,android,Lagos,en,I cannot aaccess my account,0.871,9,reset_password_login_help,train
utt_ng_bd338e31,2026-03-14T22:49:40,whatsapp_voice_note,android,Lagos,en,My payment is not going through,0.91,3,payment_help,train
utt_ng_18aa8a39,2026-02-20T11:15:40,whatsapp_voice_note,feature_phone,Abuja,mixed,How much ni owo?,0.78,10,fees_information,train
utt_ng_97ef8cc2,2026-03-04T17:09:40,mobile_app_voice,android,Kano,en,Can't log in o,0.919,7,reset_password_login_help,train
utt_ng_d4aca930,2026-02-21T08:47:40,ivr,web,Abuja,yo,Kini awọn dokumẹnti ti mo gbọdọ prepare?,0.868,8,requirements_information,train
utt_ng_edff57b0,2026-03-14T03:08:40,voice_call,ios,Ibadan,en,Book me an appointment,0.769,10,appointment_booking,train
utt_ng_9925b8d7,2026-03-14T05:29:40,whatsapp_voice_note,android,Oyo,mixed,Se mo eligible fun passport?,0.912,4,service_eligibility,train
utt_ng_25c116cc,2026-03-10T10:27:40,voice_call,ios,Oyo,mixed,Mo fe speak to person,0.813,7,speak_to_agent,train
utt_ng_919048cb,2026-02-20T19:59:40,whatsapp_voice_note,feature_phone,Oyo,mixed,Mo fe help to upload help me,0.804,3,document_upload_help,train
utt_ng_5e8141ab,2026-02-20T10:29:40,ivr,feature_phone,Ibadan,mixed,Mo fe update details mi,0.88,8,update_application_details,train
utt_ng_5a161de3,2026-03-12T03:59:40,voice_call,ios,Enugu,yo,Mo fe mọ ipo ti aplikasiyo mi,0.877,6,check_application_status,train
utt_ng_cc15653f,2026-02-20T17:24:40,whatsapp_voice_note,feature_phone,Enugu,yo,Mo fe wo ipo ti mo submit,0.862,10,check_application_status,train
utt_ng_2390a56d,2026-03-01T18:24:40,mobile_app_voice,web,Lagos,yo,Mo fe start application tuntun,0.914,5,start_new_application,train
utt_ng_ef1d31a4,2026-02-13T07:09:40,whatsapp_voice_note,web,Port Harcourt,mixed,Mo fe change appointment mi o,0.867,11,cancel_or_reschedule_appointment,train
utt_ng_1715fc9b,2026-03-12T20:09:40,whatsapp_voice_note,android,Delta,yo,Kini o nilo fun aplikasiyo?,0.668,3,requirements_information,train
utt_ng_bb59709f,2026-02-24T04:56:40,voice_call,feature_phone,Enugu,en,Book me an appointment,0.738,3,appointment_booking,train
utt_ng_b10e94c7,2026-02-15T19:49:40,whatsapp_voice_note,feature_phone,Ibadan,mixed,Upload ko work,0.792,12,document_upload_help,train
utt_ng_84604658,2026-02-23T22:32:40,voice_call,feature_phone,Oyo,mixed,Mo fe connect to person,0.812,12,speak_to_agent,train
utt_ng_5c3583d2,2026-03-06T18:55:40,mobile_app_voice,feature_phone,Rivers,yo,Ipo ti mo submit ni kini.,0.931,8,check_application_status,train
utt_ng_b47200ad,2026-02-24T14:33:40,mobile_app_voice,android,Port Harcourt,mixed,Mo fe correct mistake mi,0.874,4,update_application_details,train
utt_ng_fffd6971,2026-02-17T06:20:40,voice_call,ios,Lagos,yo,Mo need to start application,0.667,7,start_new_application,train
utt_ng_f4978cbe,2026-02-18T15:17:40,ivr,android,Enugu,mixed,Mo want to cancel,0.948,12,cancel_or_reschedule_appointment,train
utt_ng_a6cba5f6,2026-02-20T18:26:40,mobile_app_voice,android,Rivers,mixed,Upload mi ko work,0.784,10,document_upload_help,train
utt_ng_30e9f499,2026-02-13T22:41:40,mobile_app_voice,android,Enugu,en,How much do I need to pay,0.924,3,fees_information,train
utt_ng_04d7a360,2026-02-13T13:22:40,voice_call,feature_phone,Oyo,en,I want to schedule an appointment,0.929,6,appointment_booking,train
utt_ng_e19d9e21,2026-03-04T21:53:40,voice_call,feature_phone,Enugu,yo,Se mo le bẹrẹ aplikasiyo tuntun?,0.792,10,start_new_application,train
utt_ng_22a28ab3,2026-03-02T07:31:40,ivr,web,Kano,mixed,Se mo eligible fun passport?,0.947,12,service_eligibility,train
utt_ng_a6e85bbe,2026-02-21T06:31:40,voice_call,web,Delta,mixed,Mo fe report problem,0.707,5,complaint_or_support_ticket,train
utt_ng_0ac8baed,2026-02-14T09:26:40,voice_call,web,Oyo,en,I need to set up an appointment,0.705,5,appointment_booking,train
utt_ng_f0c3f4dc,2026-03-09T17:42:40,mobile_app_voice,web,Ibadan,mixed,Mo want to speak to agent,0.651,10,speak_to_agent,train
utt_ng_d1bcc0fd,2026-02-28T08:54:40,whatsapp_voice_note,ios,Rivers,en,What is the application fee?,0.947,6,fees_information,train
utt_ng_24b9ff54,2026-02-15T17:15:40,voice_call,feature_phone,Port Harcourt,mixed,Mo want to correct,0.831,10,update_application_details,train
utt_ng_22c7e647,2026-03-11T14:55:40,ivr,android,Port Harcourt,yo,Kini awọn nkan ti mo nilo fun passport?,0.894,6,requirements_information,train
utt_ng_af8f5977,2026-03-01T10:47:40,ivr,web,Kaduna,en,Book me an appointment,0.877,8,appointment_booking,train
utt_ng_b667e690,2026-03-09T16:44:40,voice_call,ios,Kano,en,I need to make an appointment,0.696,8,appointment_booking,train
utt_ng_0751d022,2026-02-19T02:11:40,mobile_app_voice,android,Kaduna,en,I need help with my payment,0.755,9,payment_help,train
utt_ng_429251de,2026-02-20T12:17:40,ivr,web,Oyo,yo,Bawo ni mo se le apply?,0.919,10,start_new_application,train
utt_ng_f1dec1a3,2026-02-15T21:23:40,mobile_app_voice,web,Rivers,yo,Kini awọn dokumẹnti ti mo gbọdọ prepare o,0.801,4,requirements_information,train
utt_ng_ecac4322,2026-03-07T05:01:40,mobile_app_voice,android,Oyo,yo,Kini awọn nkan ti mo gbọdọ have?,0.796,11,requirements_information,train
utt_ng_79077ffd,2026-03-01T07:24:40,whatsapp_voice_note,feature_phone,Port Harcourt,mixed,Upload ko work,0.795,6,document_upload_help,train
utt_ng_471c556d,2026-03-07T00:49:40,whatsapp_voice_note,android,Oyo,yo,Se mo le bẹrẹ aplikasiyo tuntun?,0.679,12,start_new_application,train
utt_ng_4b522a8c,2026-03-11T20:53:40,mobile_app_voice,web,Kaduna,en,I want to book appointment,0.907,9,appointment_booking,train
utt_ng_24f796c7,2026-02-28T02:59:40,ivr,android,Delta,mixed,Se mo le apply?,0.699,11,service_eligibility,train
utt_ng_359167c8,2026-02-16T01:49:40,voice_call,ios,Port Harcourt,mixed,"Ehen, Mo fe talk to customer service",0.795,12,speak_to_agent,train
utt_ng_381a79f9,2026-02-13T13:19:40,ivr,web,Port Harcourt,yo,Mo need to start application,0.653,10,start_new_application,train
utt_ng_361755e1,2026-03-02T21:13:40,whatsapp_voice_note,android,Kaduna,mixed,"Ehen, Mo need to update",0.856,10,update_application_details,train
utt_ng_57b4e5da,2026-03-04T19:20:40,whatsapp_voice_note,feature_phone,Port Harcourt,en,How much does it cost?,0.738,4,fees_information,train
utt_ng_1af953a0,2026-02-22T07:31:40,ivr,feature_phone,Lagos,en,How can I book an appointment?,0.762,5,appointment_booking,train
utt_ng_2a54a6ee,2026-02-22T09:53:40,ivr,feature_phone,Abuja,en,How much do I need to pay?,0.854,10,fees_information,train
utt_ng_dfb7d177,2026-02-27T01:17:40,ivr,android,Oyo,en,I need to set up an appointment,0.66,11,appointment_booking,train
utt_ng_44c9fc02,2026-02-16T12:27:40,voice_call,ios,Rivers,en,"Ehen, My payement failed",0.711,8,payment_help,train
utt_ng_aeca94f6,2026-03-15T00:52:40,mobile_app_voice,android,Kaduna,en,I want to schedule,0.869,11,appointment_booking,train
utt_ng_0f3b6ab2,2026-02-22T07:29:40,ivr,feature_phone,Abuja,yo,Bawo ni mo se le wo ipo ti aplikasiyo mi?,0.652,9,check_application_status,train
utt_ng_e46ecccd,2026-02-27T10:13:40,ivr,web,Delta,yo,Kini awọn nkan ti mo gbọdọ have?,0.869,5,requirements_information,train
utt_ng_164f47ad,2026-02-28T00:45:40,mobile_app_voice,ios,Port Harcourt,mixed,Mo fe change date,0.948,12,cancel_or_reschedule_appointment,train
utt_ng_c993cf09,2026-03-15T07:00:40,whatsapp_voice_note,ios,Abuja,mixed,Bawo ni mo se le upload document?,0.822,8,document_upload_help,train
utt_ng_f5c9c981,2026-03-09T18:45:40,voice_call,web,Abuja,mixed,Upload mi ko work,0.78,9,document_upload_help,train
utt_ng_fc8a1e53,2026-02-22T16:31:40,whatsapp_voice_note,android,Ibadan,yo,Mo fe wo ipo ti mo submit,0.892,10,check_application_status,train
utt_ng_d04e959c,2026-03-06T06:17:40,voice_call,ios,Lagos,en,I need appointment for driving license,0.932,12,appointment_booking,train
utt_ng_a66b7447,2026-03-07T14:28:40,mobile_app_voice,ios,Oyo,mixed,Mo fe change information,0.871,3,update_application_details,train
utt_ng_53821b40,2026-03-09T12:59:40,ivr,android,Kaduna,mixed,Mo fe change appointment mi,0.69,10,cancel_or_reschedule_appointment,train
utt_ng_495ddda0,2026-02-28T01:16:40,ivr,android,Rivers,mixed,Mo want to cancel,0.837,8,cancel_or_reschedule_appointment,train
utt_ng_a450ed25,2026-02-25T04:58:40,mobile_app_voice,web,Kano,mixed,Mo want to correct,0.738,10,update_application_details,train
utt_ng_2dddcb7b,2026-02-20T20:58:40,mobile_app_voice,ios,Ibadan,en,Can I book an appointment?,0.894,11,appointment_booking,train
utt_ng_e603e9cb,2026-02-13T07:30:40,ivr,web,Lagos,yo,Kini awọn dokumẹnti ti mo gbọdọ prepare?,0.66,3,requirements_information,train
utt_ng_1ce09ee1,2026-03-12T02:24:40,voice_call,android,Delta,mixed,Mo fe speak to person,0.69,6,speak_to_agent,train
utt_ng_61d7516a,2026-03-11T00:32:40,whatsapp_voice_note,feature_phone,Ibadan,mixed,Upload ko work,0.937,5,document_upload_help,train
utt_ng_f5cedd18,2026-03-12T10:42:40,mobile_app_voice,feature_phone,Kaduna,mixed,Mo fe speak to person,0.681,7,speak_to_agent,train
